day,month,year,hour,minute,place
26,08,14,18,55,אורות
26,08,14,18,55,אחווה
26,08,14,18,55,כיסופים
26,08,14,18,53,חצרים
26,08,14,18,53,עין השלושה
26,08,14,18,53,חצרים
26,08,14,18,53,נירים
26,08,14,18,53,עין השלושה
26,08,14,18,53,חצרים
26,08,14,18,53,באר שבע
26,08,14,18,53,מסעודין אל עזאזמה
26,08,14,18,53,נירים
26,08,14,18,53,באר שבע
26,08,14,18,53,מסעודין אל עזאזמה
26,08,14,18,53,חצרים
26,08,14,18,52,תפרח
26,08,14,18,52,חצרים
26,08,14,18,52,באר שבע
26,08,14,18,52,מסעודין אל עזאזמה
26,08,14,18,52,בטחה
26,08,14,18,52,גילת
26,08,14,18,52,תפרח
26,08,14,18,52,באר שבע
26,08,14,18,52,מסעודין אל עזאזמה
26,08,14,18,52,בטחה
26,08,14,18,52,גילת
26,08,14,18,52,סעד
26,08,14,18,52,כפר עזה
26,08,14,18,51,עלומים
26,08,14,18,51,נחל עוז
26,08,14,18,51,סעד
26,08,14,18,51,כפר עזה
26,08,14,18,51,סעד
26,08,14,18,51,כפר עזה
26,08,14,18,50,ניר עוז
26,08,14,18,49,בארי
26,08,14,18,48,תאשור
26,08,14,18,48,תדהר
26,08,14,18,48,ברוש
26,08,14,18,48,גבעולים
26,08,14,18,48,מלילות
26,08,14,18,48,מעגלים
26,08,14,18,48,שיבולים
26,08,14,18,48,שרשרת
26,08,14,18,48,תאשור
26,08,14,18,48,תדהר
26,08,14,18,48,ברוש
26,08,14,18,48,גבעולים
26,08,14,18,48,מלילות
26,08,14,18,48,מעגלים
26,08,14,18,48,שיבולים
26,08,14,18,48,שרשרת
26,08,14,18,48,ניר משה
26,08,14,18,48,ניר עקיבא
26,08,14,18,48,פעמי תש"ז
26,08,14,18,48,קלחים
26,08,14,18,48,שבי דרום
26,08,14,18,48,שדה צבי
26,08,14,18,48,תלמי ביל"ו
26,08,14,18,48,בית הגדי
26,08,14,18,48,נתיבות
26,08,14,18,48,קרית חינוך שדות נגב
26,08,14,18,48,אשבול
26,08,14,18,48,זרועה
26,08,14,18,48,יושיביה
26,08,14,18,48,מבועים
26,08,14,18,48,תדהר
26,08,14,18,48,גבעולים
26,08,14,18,48,מלילות
26,08,14,18,48,מעגלים
26,08,14,18,48,שיבולים
26,08,14,18,48,שרשרת
26,08,14,18,48,תאשור
26,08,14,18,48,ניר עקיבא
26,08,14,18,48,פעמי תש"ז
26,08,14,18,48,קלחים
26,08,14,18,48,שבי דרום
26,08,14,18,48,שדה צבי
26,08,14,18,48,תלמי ביל"ו
26,08,14,18,48,ברוש
26,08,14,18,48,אשבול
26,08,14,18,48,זרועה
26,08,14,18,48,יושיביה
26,08,14,18,48,מבועים
26,08,14,18,48,ניר משה
26,08,14,18,48,בית הגדי
26,08,14,18,48,נתיבות
26,08,14,18,48,קרית חינוך שדות נגב
26,08,14,18,47,תדהר
26,08,14,18,47,גבעולים
26,08,14,18,47,מלילות
26,08,14,18,47,מעגלים
26,08,14,18,47,שיבולים
26,08,14,18,47,שרשרת
26,08,14,18,47,תאשור
26,08,14,18,47,ניר עקיבא
26,08,14,18,47,פעמי תש"ז
26,08,14,18,47,קלחים
26,08,14,18,47,שבי דרום
26,08,14,18,47,שדה צבי
26,08,14,18,47,תלמי ביל"ו
26,08,14,18,47,ברוש
26,08,14,18,47,אשבול
26,08,14,18,47,זרועה
26,08,14,18,47,יושיביה
26,08,14,18,47,מבועים
26,08,14,18,47,ניר משה
26,08,14,18,47,חוות יזרעם
26,08,14,18,47,כפר מימון
26,08,14,18,47,שובה
26,08,14,18,47,שוקדה
26,08,14,18,47,תושיה
26,08,14,18,47,תקומה
26,08,14,18,47,בית הגדי
26,08,14,18,47,נתיבות
26,08,14,18,47,קרית חינוך שדות נגב
26,08,14,18,47,זמרת
26,08,14,18,47,שובה
26,08,14,18,47,שוקדה
26,08,14,18,47,תושיה
26,08,14,18,47,תקומה
26,08,14,18,47,בית הגדי
26,08,14,18,47,נתיבות
26,08,14,18,47,קרית חינוך שדות נגב
26,08,14,18,47,זמרת
26,08,14,18,47,חוות יזרעם
26,08,14,18,47,כפר מימון
26,08,14,18,46,עין השלושה
26,08,14,18,46,נירים
26,08,14,18,44,חצרים
26,08,14,18,44,מועצה אזורית אשכול
26,08,14,18,44,מפעלי מעון
26,08,14,18,44,עין הבשור
26,08,14,18,44,חצרים
26,08,14,18,44,מגן
26,08,14,18,44,מפעלי מעון
26,08,14,18,44,עין הבשור
26,08,14,18,44,מגן
26,08,14,18,44,מועצה אזורית אשכול
26,08,14,18,42,מגן
26,08,14,18,42,מועצה אזורית אשכול
26,08,14,18,42,מפעלי מעון
26,08,14,18,42,עין הבשור
26,08,14,18,42,מפעלי מעון
26,08,14,18,42,עין הבשור
26,08,14,18,42,ניר יצחק
26,08,14,18,42,סופה
26,08,14,18,42,מגן
26,08,14,18,42,מועצה אזורית אשכול
26,08,14,18,42,חולית
26,08,14,18,42,סופה
26,08,14,18,42,ניר יצחק
26,08,14,18,42,חולית
26,08,14,18,41,באר שבע
26,08,14,18,41,מסעודין אל עזאזמה
26,08,14,18,40,באר שבע
26,08,14,18,40,מסעודין אל עזאזמה
26,08,14,18,37,נירים
26,08,14,18,37,עין השלושה
26,08,14,18,35,תלמי יוסף
26,08,14,18,35,יתד
26,08,14,18,35,נווה
26,08,14,18,35,פרי גן
26,08,14,18,35,שדי אברהם
26,08,14,18,35,שלומית
26,08,14,18,35,בני נצרים
26,08,14,18,35,דקל
26,08,14,18,35,יבול
26,08,14,18,35,אבשלום
26,08,14,18,35,סופה
26,08,14,18,35,חולית
26,08,14,18,35,ניר יצחק
26,08,14,18,31,כיסופים
26,08,14,18,31,ניר עוז
26,08,14,18,31,כיסופים
26,08,14,18,30,ניר עוז
26,08,14,18,27,כרם שלום
26,08,14,18,20,יד מרדכי
26,08,14,18,20,נתיב העשרה
26,08,14,18,07,נירים
26,08,14,18,07,עין השלושה
26,08,14,18,00,אשקלון
26,08,14,18,00,באר גנים
26,08,14,18,00,א.ת אשקלון
26,08,14,17,56,עין השלושה
26,08,14,17,56,נירים
26,08,14,17,56,רנן
26,08,14,17,56,פדויים
26,08,14,17,56,מסלול
26,08,14,17,56,אופקים
26,08,14,17,56,פטיש
26,08,14,17,56,מסלול
26,08,14,17,56,פדויים
26,08,14,17,56,רנן
26,08,14,17,56,אורים
26,08,14,17,56,אופקים
26,08,14,17,56,רנן
26,08,14,17,56,אופקים
26,08,14,17,56,מסלול
26,08,14,17,56,פדויים
26,08,14,17,55,מועצה אזורית אשכול
26,08,14,17,55,מפעלי מעון
26,08,14,17,55,עין הבשור
26,08,14,17,55,מגן
26,08,14,17,54,תימורים
26,08,14,17,54,תלמי יחיאל
26,08,14,17,54,כפר אחים
26,08,14,17,54,כפר הרי"ף
26,08,14,17,54,כפר ורבורג
26,08,14,17,54,כפר מנחם
26,08,14,17,54,ערוגות
26,08,14,17,54,קרית מלאכי
26,08,14,17,54,אביגדור
26,08,14,17,54,אורות
26,08,14,17,54,אחווה
26,08,14,17,54,אל עזי
26,08,14,17,54,באר טוביה
26,08,14,17,54,ינון
26,08,14,17,54,בני דרום
26,08,14,17,54,נווה הרצוג
26,08,14,17,54,ניר גלים
26,08,14,17,54,עד הלום
26,08,14,17,54,אשדוד
26,08,14,17,53,חצב
26,08,14,17,53,חצור אשדוד
26,08,14,17,53,כנות
26,08,14,17,53,נווה מבטח
26,08,14,17,53,תלמי יחיאל
26,08,14,17,53,ביצרון
26,08,14,17,53,בני עי"ש
26,08,14,17,53,גן הדרום
26,08,14,17,53,גן יבנה
26,08,14,17,53,כפר ורבורג
26,08,14,17,53,כפר מנחם
26,08,14,17,53,ערוגות
26,08,14,17,53,קרית מלאכי
26,08,14,17,53,תימורים
26,08,14,17,53,אחווה
26,08,14,17,53,אל עזי
26,08,14,17,53,באר טוביה
26,08,14,17,53,ינון
26,08,14,17,53,כפר אחים
26,08,14,17,53,כפר הרי"ף
26,08,14,17,53,בני דרום
26,08,14,17,53,נווה הרצוג
26,08,14,17,53,ניר גלים
26,08,14,17,53,עד הלום
26,08,14,17,53,אביגדור
26,08,14,17,53,אורות
26,08,14,17,53,אשדוד
26,08,14,17,53,שתולים
26,08,14,17,53,נווה מבטח
26,08,14,17,53,אמונים
26,08,14,17,53,בית עזרא
26,08,14,17,53,גבעתי
26,08,14,17,53,עזר
26,08,14,17,53,עזריקם
26,08,14,17,53,שדה עוזיהו
26,08,14,17,53,גן הדרום
26,08,14,17,53,גן יבנה
26,08,14,17,53,חצב
26,08,14,17,53,חצור אשדוד
26,08,14,17,53,כנות
26,08,14,17,53,ערוגות
26,08,14,17,53,קרית מלאכי
26,08,14,17,53,תימורים
26,08,14,17,53,תלמי יחיאל
26,08,14,17,53,ביצרון
26,08,14,17,53,בני עי"ש
26,08,14,17,53,באר טוביה
26,08,14,17,53,ינון
26,08,14,17,53,כפר אחים
26,08,14,17,53,כפר הרי"ף
26,08,14,17,53,כפר ורבורג
26,08,14,17,53,כפר מנחם
26,08,14,17,53,ניר גלים
26,08,14,17,53,עד הלום
26,08,14,17,53,אביגדור
26,08,14,17,53,אורות
26,08,14,17,53,אחווה
26,08,14,17,53,אל עזי
26,08,14,17,53,אשדוד
26,08,14,17,53,בני דרום
26,08,14,17,53,נווה הרצוג
26,08,14,17,53,עזריקם
26,08,14,17,53,שדה עוזיהו
26,08,14,17,53,שתולים
26,08,14,17,53,כנות
26,08,14,17,53,נווה מבטח
26,08,14,17,53,אמונים
26,08,14,17,53,בית עזרא
26,08,14,17,53,גבעתי
26,08,14,17,53,עזר
26,08,14,17,53,גן הדרום
26,08,14,17,53,גן יבנה
26,08,14,17,53,חצב
26,08,14,17,53,חצור אשדוד
26,08,14,17,53,ביצרון
26,08,14,17,53,בני עי"ש
26,08,14,17,53,עזריקם
26,08,14,17,53,שדה עוזיהו
26,08,14,17,53,שתולים
26,08,14,17,53,קוממיות
26,08,14,17,53,רווחה
26,08,14,17,53,אמונים
26,08,14,17,53,בית עזרא
26,08,14,17,53,גבעתי
26,08,14,17,53,עזר
26,08,14,17,53,זרחיה
26,08,14,17,53,מנוחה
26,08,14,17,53,נחלה
26,08,14,17,53,ניר בנים
26,08,14,17,53,סגולה
26,08,14,17,53,קדמה
26,08,14,17,53,ורדון
26,08,14,17,53,זבדיאל
26,08,14,17,53,משואות יצחק
26,08,14,17,53,עין צורים
26,08,14,17,53,שפיר
26,08,14,17,53,אלומה
26,08,14,17,53,תלמי יחיאל
26,08,14,17,53,ביצרון
26,08,14,17,53,בני עי"ש
26,08,14,17,53,גן הדרום
26,08,14,17,53,גן יבנה
26,08,14,17,53,חצב
26,08,14,17,53,חצור אשדוד
26,08,14,17,53,כנות
26,08,14,17,53,נווה מבטח
26,08,14,17,53,מרכז שפירא
26,08,14,17,53,כפר הרי"ף
26,08,14,17,53,כפר ורבורג
26,08,14,17,53,כפר מנחם
26,08,14,17,53,ערוגות
26,08,14,17,53,קרית מלאכי
26,08,14,17,53,תימורים
26,08,14,17,53,אחווה
26,08,14,17,53,אל עזי
26,08,14,17,53,באר טוביה
26,08,14,17,53,ינון
26,08,14,17,53,כפר אחים
26,08,14,17,53,אביגדור
26,08,14,17,53,אורות
26,08,14,17,53,קדמה
26,08,14,17,53,קוממיות
26,08,14,17,53,רווחה
26,08,14,17,53,מנוחה
26,08,14,17,53,נחלה
26,08,14,17,53,ניר בנים
26,08,14,17,53,סגולה
26,08,14,17,52,שפיר
26,08,14,17,52,אלומה
26,08,14,17,52,ורדון
26,08,14,17,52,זבדיאל
26,08,14,17,52,זרחיה
26,08,14,17,52,ערוגות
26,08,14,17,52,קרית מלאכי
26,08,14,17,52,תימורים
26,08,14,17,52,תלמי יחיאל
26,08,14,17,52,מרכז שפירא
26,08,14,17,52,משואות יצחק
26,08,14,17,52,עין צורים
26,08,14,17,52,באר טוביה
26,08,14,17,52,ינון
26,08,14,17,52,כפר אחים
26,08,14,17,52,כפר הרי"ף
26,08,14,17,52,כפר ורבורג
26,08,14,17,52,כפר מנחם
26,08,14,17,52,אביגדור
26,08,14,17,52,אורות
26,08,14,17,52,אחווה
26,08,14,17,52,אל עזי
26,08,14,17,52,רווחה
26,08,14,17,52,סגולה
26,08,14,17,52,קדמה
26,08,14,17,52,קוממיות
26,08,14,17,52,זבדיאל
26,08,14,17,52,זרחיה
26,08,14,17,52,מנוחה
26,08,14,17,52,נחלה
26,08,14,17,52,ניר בנים
26,08,14,17,52,משואות יצחק
26,08,14,17,52,עין צורים
26,08,14,17,52,שפיר
26,08,14,17,52,אלומה
26,08,14,17,52,ורדון
26,08,14,17,52,ערוגות
26,08,14,17,52,קרית מלאכי
26,08,14,17,52,תימורים
26,08,14,17,52,תלמי יחיאל
26,08,14,17,52,נירים
26,08,14,17,52,עין השלושה
26,08,14,17,52,מרכז שפירא
26,08,14,17,52,ינון
26,08,14,17,52,כפר אחים
26,08,14,17,52,כפר הרי"ף
26,08,14,17,52,כפר ורבורג
26,08,14,17,52,כפר מנחם
26,08,14,17,52,אביגדור
26,08,14,17,52,אורות
26,08,14,17,52,אחווה
26,08,14,17,52,אל עזי
26,08,14,17,52,באר טוביה
26,08,14,17,52,נירים
26,08,14,17,52,עין השלושה
26,08,14,17,52,נירים
26,08,14,17,52,עין השלושה
26,08,14,17,51,נירים
26,08,14,17,51,עין השלושה
26,08,14,17,48,עין השלושה
26,08,14,17,48,כיסופים
26,08,14,17,48,נירים
26,08,14,17,47,נירים
26,08,14,17,47,עין השלושה
26,08,14,17,47,מבטחים
26,08,14,17,47,עמיעוז
26,08,14,17,47,צוחר
26,08,14,17,47,שדה ניצן
26,08,14,17,47,תלמי אליהו
26,08,14,17,47,כיסופים
26,08,14,17,47,אוהד
26,08,14,17,47,ישע
26,08,14,17,47,עמיעוז
26,08,14,17,47,צוחר
26,08,14,17,47,שדה ניצן
26,08,14,17,47,תלמי אליהו
26,08,14,17,47,אוהד
26,08,14,17,47,ישע
26,08,14,17,47,מבטחים
26,08,14,17,47,כיסופים
26,08,14,17,47,נירים
26,08,14,17,47,עין השלושה
26,08,14,17,47,אוהד
26,08,14,17,47,ישע
26,08,14,17,47,מבטחים
26,08,14,17,47,עמיעוז
26,08,14,17,47,צוחר
26,08,14,17,47,שדה ניצן
26,08,14,17,47,תלמי אליהו
26,08,14,17,47,כיסופים
26,08,14,17,47,נירים
26,08,14,17,47,עין השלושה
26,08,14,17,47,כיסופים
26,08,14,17,47,נירים
26,08,14,17,47,עין השלושה
26,08,14,17,29,פרי גן
26,08,14,17,29,שדי אברהם
26,08,14,17,29,שלומית
26,08,14,17,29,תלמי יוסף
26,08,14,17,29,אבשלום
26,08,14,17,29,בני נצרים
26,08,14,17,29,דקל
26,08,14,17,29,יבול
26,08,14,17,29,יתד
26,08,14,17,29,נווה
26,08,14,17,29,תלמי יוסף
26,08,14,17,29,יתד
26,08,14,17,29,נווה
26,08,14,17,29,פרי גן
26,08,14,17,29,שדי אברהם
26,08,14,17,29,שלומית
26,08,14,17,29,דקל
26,08,14,17,29,יבול
26,08,14,17,29,חולית
26,08,14,17,29,ניר יצחק
26,08,14,17,29,סופה
26,08,14,17,29,אבשלום
26,08,14,17,29,בני נצרים
26,08,14,16,59,נחל עוז
26,08,14,16,59,עלומים
26,08,14,16,59,כרם שלום
26,08,14,16,59,נחל עוז
26,08,14,16,59,עלומים
26,08,14,16,59,כרם שלום
26,08,14,16,11,יד מרדכי
26,08,14,16,11,נתיב העשרה
26,08,14,16,11,אור הנר
26,08,14,16,11,ארז
26,08,14,16,11,מפלסים
26,08,14,16,11,איבים
26,08,14,16,11,גבים
26,08,14,16,11,מכללת ספיר
26,08,14,16,11,ניר עם
26,08,14,16,11,שדרות
26,08,14,16,06,זיקים
26,08,14,16,06,כרמיה
26,08,14,16,06,זיקים
26,08,14,16,06,כרמיה
26,08,14,16,06,א.ת אשקלון
26,08,14,16,06,א.ת אשקלון
26,08,14,16,06,א.ת אשקלון
26,08,14,16,06,יד מרדכי
26,08,14,16,06,נתיב העשרה
26,08,14,16,06,נתיב העשרה
26,08,14,16,06,א.ת אשקלון
26,08,14,16,06,זיקים
26,08,14,16,06,כרמיה
26,08,14,16,06,יד מרדכי
26,08,14,15,29,גבים
26,08,14,15,29,מכללת ספיר
26,08,14,15,29,ניר עם
26,08,14,15,29,שדרות
26,08,14,15,29,אור הנר
26,08,14,15,29,ארז
26,08,14,15,29,איבים
26,08,14,15,28,אור הנר
26,08,14,15,28,ארז
26,08,14,15,28,מפלסים
26,08,14,15,28,איבים
26,08,14,15,28,גבים
26,08,14,15,28,מכללת ספיר
26,08,14,15,28,ניר עם
26,08,14,15,28,שדרות
26,08,14,15,21,נחל עוז
26,08,14,15,21,עלומים
26,08,14,14,30,בארי
26,08,14,14,28,עין השלושה
26,08,14,14,28,נירים
26,08,14,14,19,בארי
26,08,14,14,16,כרם שלום
26,08,14,14,08,בארי
26,08,14,14,07,כיסופים
26,08,14,14,07,כיסופים
26,08,14,14,03,עזר
26,08,14,14,03,עזריקם
26,08,14,14,03,שדה עוזיהו
26,08,14,14,03,שתולים
26,08,14,14,03,אמונים
26,08,14,14,03,בית עזרא
26,08,14,14,03,גבעתי
26,08,14,14,03,בית עזרא
26,08,14,14,03,גבעתי
26,08,14,14,03,עזר
26,08,14,14,03,עזריקם
26,08,14,14,03,שדה עוזיהו
26,08,14,14,03,שתולים
26,08,14,14,03,בני דרום
26,08,14,14,03,נווה הרצוג
26,08,14,14,03,ניר גלים
26,08,14,14,03,עד הלום
26,08,14,14,03,אמונים
26,08,14,14,03,אשדוד
26,08,14,14,03,אמונים
26,08,14,14,03,בית עזרא
26,08,14,14,03,גבעתי
26,08,14,14,03,עזר
26,08,14,14,03,עזריקם
26,08,14,14,03,שדה עוזיהו
26,08,14,14,03,שתולים
26,08,14,14,03,נווה הרצוג
26,08,14,14,03,ניר גלים
26,08,14,14,03,עד הלום
26,08,14,14,03,ניצן
26,08,14,14,03,ניצן ב'
26,08,14,14,03,ניצנים
26,08,14,14,03,אשדוד
26,08,14,14,03,בני דרום
26,08,14,14,03,שתולים
26,08,14,14,03,גבעתי
26,08,14,14,03,עזר
26,08,14,14,03,עזריקם
26,08,14,14,03,שדה עוזיהו
26,08,14,14,03,כרמיה
26,08,14,14,03,ניצן
26,08,14,14,03,ניצן ב'
26,08,14,14,03,ניצנים
26,08,14,14,03,אמונים
26,08,14,14,03,בית עזרא
26,08,14,14,03,אשדוד
26,08,14,14,03,בני דרום
26,08,14,14,03,נווה הרצוג
26,08,14,14,03,ניר גלים
26,08,14,14,03,עד הלום
26,08,14,14,03,זיקים
26,08,14,14,02,זיקים
26,08,14,14,02,כרמיה
26,08,14,14,02,א.ת אשקלון
26,08,14,14,02,ניצן
26,08,14,14,02,ניצן ב'
26,08,14,14,02,ניצנים
26,08,14,14,02,אשקלון
26,08,14,14,02,באר גנים
26,08,14,14,02,יד מרדכי
26,08,14,14,02,נתיב העשרה
26,08,14,14,02,אשדוד
26,08,14,14,02,בני דרום
26,08,14,14,02,נווה הרצוג
26,08,14,14,02,ניר גלים
26,08,14,14,02,עד הלום
26,08,14,14,02,ניצן ב'
26,08,14,14,02,ניצנים
26,08,14,14,02,כרמיה
26,08,14,14,02,א.ת אשקלון
26,08,14,14,02,ניצן
26,08,14,14,02,יד מרדכי
26,08,14,14,02,נתיב העשרה
26,08,14,14,02,זיקים
26,08,14,14,02,אשקלון
26,08,14,14,02,באר גנים
26,08,14,14,02,כרמיה
26,08,14,14,02,א.ת אשקלון
26,08,14,14,02,אשקלון
26,08,14,14,02,באר גנים
26,08,14,14,02,יד מרדכי
26,08,14,14,02,נתיב העשרה
26,08,14,14,02,זיקים
26,08,14,13,02,כפר עזה
26,08,14,13,02,סעד
26,08,14,12,58,עלומים
26,08,14,12,58,כפר עזה
26,08,14,12,58,סעד
26,08,14,12,58,מפלסים
26,08,14,12,58,נחל עוז
26,08,14,12,36,זיקים
26,08,14,12,36,כרמיה
26,08,14,12,36,זיקים
26,08,14,12,36,כרמיה
26,08,14,12,36,נתיב העשרה
26,08,14,12,36,יד מרדכי
26,08,14,11,38,נירים
26,08,14,11,38,עין השלושה
26,08,14,11,32,עין השלושה
26,08,14,11,32,נירים
26,08,14,11,24,נירים
26,08,14,11,24,עין השלושה
26,08,14,11,23,נירים
26,08,14,11,23,עין השלושה
26,08,14,11,19,כרם שלום
26,08,14,11,12,כרם שלום
26,08,14,11,07,נירים
26,08,14,11,07,עין השלושה
26,08,14,11,06,נירים
26,08,14,11,06,עין השלושה
26,08,14,11,06,נירים
26,08,14,11,06,עין השלושה
26,08,14,11,04,נירים
26,08,14,11,04,עין השלושה
26,08,14,11,04,כיסופים
26,08,14,11,03,כיסופים
26,08,14,11,03,נירים
26,08,14,11,03,עין השלושה
26,08,14,11,03,עין השלושה
26,08,14,11,03,נירים
26,08,14,11,01,נירים
26,08,14,11,01,עין השלושה
26,08,14,10,38,כרם שלום
26,08,14,10,33,כרם שלום
26,08,14,10,31,כרם שלום
26,08,14,10,22,נחל עוז
26,08,14,10,22,עלומים
26,08,14,09,45,כיסופים
26,08,14,09,40,כיסופים
26,08,14,08,23,נירים
26,08,14,08,23,עין השלושה
26,08,14,08,18,כיסופים
26,08,14,07,11,ניר עוז
26,08,14,06,58,נירים
26,08,14,06,58,עין השלושה
26,08,14,06,33,ביצרון
26,08,14,06,33,בני עי"ש
26,08,14,06,33,גן הדרום
26,08,14,06,33,גן יבנה
26,08,14,06,33,חצב
26,08,14,06,33,חצור אשדוד
26,08,14,06,33,כנות
26,08,14,06,33,נווה מבטח
26,08,14,06,33,בני עי"ש
26,08,14,06,33,גן הדרום
26,08,14,06,33,גן יבנה
26,08,14,06,33,חצב
26,08,14,06,33,חצור אשדוד
26,08,14,06,33,כנות
26,08,14,06,33,נווה מבטח
26,08,14,06,33,ניצן
26,08,14,06,33,ניצן ב'
26,08,14,06,33,ניצנים
26,08,14,06,33,תל אביב יפו
26,08,14,06,33,גליל ים
26,08,14,06,33,הכפר הירוק
26,08,14,06,33,הרצליה
26,08,14,06,33,כפר שמריהו
26,08,14,06,33,רמת השרון
26,08,14,06,33,ביצרון
26,08,14,06,33,עזריקם
26,08,14,06,33,שדה עוזיהו
26,08,14,06,33,שתולים
26,08,14,06,33,ניצן
26,08,14,06,33,ניצן ב'
26,08,14,06,33,ניצנים
26,08,14,06,33,גן הדרום
26,08,14,06,33,גן יבנה
26,08,14,06,33,חצב
26,08,14,06,33,חצור אשדוד
26,08,14,06,33,כנות
26,08,14,06,33,נווה מבטח
26,08,14,06,33,אמונים
26,08,14,06,33,בית עזרא
26,08,14,06,33,גבעתי
26,08,14,06,33,עזר
26,08,14,06,33,שוהם
26,08,14,06,33,אחיעזר
26,08,14,06,33,בית דגן
26,08,14,06,33,גנות
26,08,14,06,33,זיתן
26,08,14,06,33,חמד
26,08,14,06,33,יגל
26,08,14,06,33,כפר חב"ד
26,08,14,06,33,כפר טרומן
